OPPORTUNITY_ID,REGIONAL_OFFICE,PRODUCT_NAME,ESTIMATED_DEAL_VALUE,ESTIMATED_DEAL_SIZE_BAND,DEAL_AGE_DAYS,PIPELINE_STATUS,AGE_BUCKET,BASE_WIN_RATE_BY_SIZE,AGE_MULTIPLIER,ADJUSTED_CLOSE_PROBABILITY,EXPECTED_REVENUE_90D,IS_AT_RISK_FLAG
6F79VYH8,East,GTX Basic,550.00,small,299,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
ZQ4QTT1Z,East,GTX Plus Basic,1096.00,small,299,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
9A4H9IAC,West,GTX Plus Basic,1096.00,small,299,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
ZTLLHCBU,West,GTX Basic,550.00,small,299,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
SLYFFVBE,West,GTX Plus Basic,1096.00,small,299,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
NCMT5KK3,West,GTX Basic,550.00,small,299,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
81FNO0VM,East,GTX Plus Basic,1096.00,small,299,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
RFQP9VCW,East,MG Advanced,3393.00,small,299,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
NGCM47PC,West,GTXPro,0.00,unknown,299,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
JDXSS1HT,West,GTX Basic,550.00,small,298,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
T1F2I8ED,East,GTX Plus Basic,1096.00,small,297,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
26CH1NDR,East,GTX Basic,550.00,small,297,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
ISAWVDYZ,East,GTX Basic,550.00,small,297,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
LJBQ7P0V,West,MG Special,55.00,small,297,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
ZRYPU2QW,West,MG Advanced,3393.00,small,297,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
0A1LN7GB,East,MG Special,55.00,small,297,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
1B27CZ2M,West,GTX Plus Pro,5482.00,medium,296,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
839AMI93,West,GTX Basic,550.00,small,296,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
BFGASJAW,West,GTX Basic,550.00,small,296,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
5XPYFICK,East,MG Special,55.00,small,296,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
ILR33OAV,West,MG Advanced,3393.00,small,295,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
BY2L60V1,West,MG Special,55.00,small,295,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
73HO9OZC,East,GTX Basic,550.00,small,294,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
3E4VTH6E,West,MG Special,55.00,small,294,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
QHJ3W8FW,West,GTXPro,0.00,unknown,294,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
Y28VHZKQ,East,MG Advanced,3393.00,small,293,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
F5I33E1I,West,MG Special,55.00,small,293,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
4IT33RBO,West,GTX Basic,550.00,small,293,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
7VKQWIXD,East,GTX Plus Basic,1096.00,small,292,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
V74O6XQT,East,GTXPro,0.00,unknown,292,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
MRCYKUX4,West,MG Advanced,3393.00,small,292,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
3PVNGGBX,West,GTX Basic,550.00,small,292,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
MN6E59H6,West,GTX Plus Pro,5482.00,medium,292,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
V4XHHFO3,West,GTX Basic,550.00,small,291,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
7PXJ92C5,West,GTXPro,0.00,unknown,291,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
4XZ4RY1N,East,GTX Plus Basic,1096.00,small,291,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
Z0RLNFVY,East,GTX Plus Basic,1096.00,small,290,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
RQULJHTU,East,GTX Plus Pro,5482.00,medium,290,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
GK1NH8G7,West,GTX Basic,550.00,small,290,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
OPCLCCQH,West,GTX Plus Basic,1096.00,small,290,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
WFCEPHD3,West,GTXPro,0.00,unknown,290,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
AF7XJNED,East,GTX Plus Pro,5482.00,medium,290,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
EJDHOY6M,East,GTX Basic,550.00,small,289,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
DF1011UT,East,GTX Plus Basic,1096.00,small,289,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
IBS3H6Z4,West,GTX Plus Basic,1096.00,small,289,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
04YGLJ3N,West,GTX Plus Pro,5482.00,medium,289,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
IN9S33CD,West,GTX Plus Pro,5482.00,medium,289,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
1GT10YJD,West,GTX Plus Pro,5482.00,medium,289,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
4UZCVHEV,East,GTX Basic,550.00,small,289,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
DJH67UIZ,East,MG Special,55.00,small,289,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
7VGJ2B7O,East,MG Special,55.00,small,289,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
H2IOHZ8R,West,GTX Basic,550.00,small,288,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
I7MDOGGU,West,GTX Basic,550.00,small,288,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
10IY4PV4,West,MG Advanced,3393.00,small,288,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
A1TDRYHZ,East,MG Advanced,3393.00,small,288,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
2JY9SQ2L,West,MG Special,55.00,small,288,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
3N3RAHXR,East,GTX Plus Basic,1096.00,small,287,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
RACLHBXN,East,GTX Plus Basic,1096.00,small,287,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
THKCN7HU,West,GTX Basic,550.00,small,287,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
PD2198ZH,West,GTXPro,0.00,unknown,287,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
ALHQU8W8,East,GTX Basic,550.00,small,286,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
K72CEXGZ,West,GTX Plus Basic,1096.00,small,286,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
P1SGQODJ,East,GTX Plus Basic,1096.00,small,285,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
5C8HCDXT,East,MG Advanced,3393.00,small,285,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
9FPDDSIJ,East,GTXPro,0.00,unknown,284,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
4RDJBBB6,East,MG Special,55.00,small,284,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
GZCWM6GK,West,MG Special,55.00,small,284,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
3JUL12VK,West,GTX Basic,550.00,small,284,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
9Y85N0W5,West,MG Advanced,3393.00,small,284,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
8GE7FY98,East,GTXPro,0.00,unknown,284,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
4U9D1IZ5,West,GTX Basic,550.00,small,284,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
PO158L29,East,GTX Basic,550.00,small,283,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
ODGKZEVV,West,GTXPro,0.00,unknown,283,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
M41NS5DN,East,GTX Plus Pro,5482.00,medium,282,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
QIHWKCFK,East,MG Advanced,3393.00,small,282,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
GEJLL5L3,East,GTX Basic,550.00,small,282,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
KMB8TJ0I,West,MG Advanced,3393.00,small,282,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
CR6ZLEWC,West,GTX Plus Pro,5482.00,medium,282,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
YB20NWM1,West,MG Special,55.00,small,282,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
43LFUTVM,West,GTX Plus Pro,5482.00,medium,282,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
CMS1HUGL,East,MG Advanced,3393.00,small,281,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
6R6S91WE,East,GTXPro,0.00,unknown,281,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
3T64Z7DB,West,GTX Basic,550.00,small,281,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
3F2ZPCSL,West,GTX Plus Basic,1096.00,small,281,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
XFB1VXQY,West,MG Advanced,3393.00,small,281,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
TJ03NDNX,East,MG Advanced,3393.00,small,281,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
VRYR5A81,East,GTX Basic,550.00,small,281,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
J6OQS0AU,West,MG Advanced,3393.00,small,280,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
97PFKCPG,West,GTXPro,0.00,unknown,280,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
FB9M4FR7,West,MG Special,55.00,small,280,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
5G4I94TF,West,GTX Plus Pro,5482.00,medium,280,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
0QPZIIPF,West,GTX Plus Basic,1096.00,small,279,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
DFFEQ87N,West,MG Special,55.00,small,278,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
BXK5HGEY,West,MG Special,55.00,small,278,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
XXUGTDX7,West,MG Special,55.00,small,278,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
LWXHKI88,West,MG Special,55.00,small,278,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
I6U62W0R,West,GTX Basic,550.00,small,277,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
EB89ONZN,West,GTXPro,0.00,unknown,277,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
NFMCPYOV,East,GTX Basic,550.00,small,276,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
2VDN72EP,West,GTX Basic,550.00,small,276,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
Z9QZKUV5,West,GTX Basic,550.00,small,276,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
WW1WV7IT,East,GTXPro,0.00,unknown,275,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
T0VJ4AMX,East,GTX Basic,550.00,small,275,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
WLS5J30E,West,MG Special,55.00,small,275,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
LIQZNH9U,West,GTX Plus Pro,5482.00,medium,275,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
P9LE92UR,West,MG Special,55.00,small,275,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
DOGKQHQP,West,GTXPro,0.00,unknown,275,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
G3SJ8X1K,East,MG Advanced,3393.00,small,275,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
JW4Q5F4Z,East,MG Special,55.00,small,274,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
KKRJ6TBY,East,GTXPro,0.00,unknown,274,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
MIY4MF3R,West,MG Advanced,3393.00,small,274,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
YLK0MRJ3,West,GTX Basic,550.00,small,274,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
H6I16U57,East,MG Advanced,3393.00,small,274,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
20CVXRTX,West,GTXPro,0.00,unknown,274,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
VK9KN5PT,East,MG Advanced,3393.00,small,273,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
DQ7GS2BN,West,GTX Plus Pro,5482.00,medium,273,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
D5VY17OP,West,GTXPro,0.00,unknown,273,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
BED55OSG,West,GTXPro,0.00,unknown,273,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
H5VBBEVI,East,GTX Plus Basic,1096.00,small,272,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
MB7G8DWS,East,GTX Plus Pro,5482.00,medium,272,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
2HS1C21I,West,GTXPro,0.00,unknown,272,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
Q2BB73WT,West,GTX Plus Basic,1096.00,small,272,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
8TRT2HNF,West,GTX Basic,550.00,small,272,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
ZLN48IIP,West,GTX Basic,550.00,small,272,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
HVT28XPH,West,MG Special,55.00,small,272,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
VM0MHPAO,East,MG Special,55.00,small,272,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
LXZD2PZD,East,GTX Plus Pro,5482.00,medium,271,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
BPOTQCFG,West,MG Special,55.00,small,271,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
XM4VD3NN,West,GTX Plus Basic,1096.00,small,271,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
D62905BC,West,GTX Plus Pro,5482.00,medium,271,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
9ILB20UV,West,MG Special,55.00,small,270,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
PNO7D8PD,West,GTX Basic,550.00,small,270,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
2GV66JA7,East,MG Advanced,3393.00,small,269,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
AKMV6WN5,West,GTK 500,26768.00,large,269,open,stale,0.600000,0.35,0.21000000,5621.2800000000,1
HPIKEMB9,West,MG Special,55.00,small,269,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
U0E0XHK9,West,MG Advanced,3393.00,small,269,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
8254HM4E,West,GTX Plus Basic,1096.00,small,269,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
QCNOCX0P,East,GTXPro,0.00,unknown,268,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
M9V8824W,East,MG Advanced,3393.00,small,268,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
UUGY3W44,West,GTX Basic,550.00,small,268,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
BHHDOY2E,West,MG Advanced,3393.00,small,268,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
XDECB9X2,West,GTX Basic,550.00,small,268,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
GL95LARP,East,GTXPro,0.00,unknown,267,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
FM505XD5,East,GTX Plus Pro,5482.00,medium,267,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
J6F10SFK,West,MG Advanced,3393.00,small,267,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
U4IJO6SL,West,GTXPro,0.00,unknown,267,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
PVLGUIEN,East,MG Advanced,3393.00,small,266,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
45B6VA2Y,East,MG Special,55.00,small,266,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
SKBDCYV5,West,GTX Plus Basic,1096.00,small,266,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
XQ0N9T87,West,MG Advanced,3393.00,small,265,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
IKU97NEU,West,MG Advanced,3393.00,small,265,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
456BP2X7,West,MG Advanced,3393.00,small,265,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
J58BUYQH,West,GTX Plus Basic,1096.00,small,264,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
FN1QX0BQ,East,MG Special,55.00,small,264,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
7Y530NLJ,East,GTX Plus Basic,1096.00,small,263,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
CVFUMOK9,East,GTX Plus Pro,5482.00,medium,263,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
R0CLLIH9,West,GTXPro,0.00,unknown,263,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
X8GGF9MG,West,MG Special,55.00,small,263,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
3P7QQSVF,West,MG Special,55.00,small,263,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
PGXIPGDM,West,MG Advanced,3393.00,small,263,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
Z7OH4GWO,West,GTXPro,0.00,unknown,262,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
81G840FM,West,GTX Basic,550.00,small,262,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
U5K2MZB6,West,MG Advanced,3393.00,small,262,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
ZVAZKWF3,West,GTXPro,0.00,unknown,261,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
6S2ABHZS,West,GTX Basic,550.00,small,261,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
COM9RNBL,West,MG Special,55.00,small,261,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
K6M3EX4O,West,GTX Plus Basic,1096.00,small,260,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
LWPFQ1UA,West,GTX Basic,550.00,small,260,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
ANRCHVJM,East,MG Special,55.00,small,260,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
10AEGW41,West,GTXPro,0.00,unknown,259,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
6G6ZCKSB,West,GTXPro,0.00,unknown,259,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
GACPNKGI,West,MG Special,55.00,small,258,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
E4082SMQ,West,GTX Basic,550.00,small,258,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
LSVGDJ1A,West,GTX Plus Pro,5482.00,medium,258,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
2LSNRT4U,West,GTXPro,0.00,unknown,258,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
C9330YF1,West,GTX Basic,550.00,small,258,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
QD8F0CI6,West,GTX Basic,550.00,small,258,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
7K0S2P6K,West,GTXPro,0.00,unknown,258,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
DJMPI9TO,West,GTK 500,26768.00,large,257,open,stale,0.600000,0.35,0.21000000,5621.2800000000,1
U6XJRWV8,West,MG Advanced,3393.00,small,257,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
BYF6ABTZ,West,GTX Plus Pro,5482.00,medium,257,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
K8LRZ95S,West,GTX Plus Basic,1096.00,small,257,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
Q8BZ3PC9,East,GTX Plus Pro,5482.00,medium,257,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
49ZS7GTS,West,MG Special,55.00,small,257,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
M857G6G1,West,MG Advanced,3393.00,small,257,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
5K0ZFCVO,East,MG Special,55.00,small,257,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
6AEVX11M,East,MG Special,55.00,small,257,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
WGETO859,East,GTX Basic,550.00,small,256,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
CTWSDG4U,East,GTX Basic,550.00,small,256,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
0EYXI1UN,West,MG Advanced,3393.00,small,256,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
XOVYPE58,East,GTXPro,0.00,unknown,256,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
S2MSQIXP,West,GTX Basic,550.00,small,256,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
C32E4E1D,West,MG Special,55.00,small,255,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
U2HYH97X,West,GTX Basic,550.00,small,255,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
MRWHJE9P,East,GTX Plus Basic,1096.00,small,254,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
FVGRGJU8,East,MG Advanced,3393.00,small,254,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
Q6OUJCH5,West,GTXPro,0.00,unknown,254,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
IIVP87B8,West,MG Special,55.00,small,253,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
4QFATB6J,East,GTX Basic,550.00,small,253,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
61E7IHAY,East,MG Special,55.00,small,253,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
KTC0RC8I,West,MG Special,55.00,small,252,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
CY7C3ZPJ,West,MG Advanced,3393.00,small,252,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
M9GP930T,West,MG Special,55.00,small,252,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
NMY6FA6X,East,MG Advanced,3393.00,small,251,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
NUQPJV8A,West,MG Advanced,3393.00,small,251,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
VY4IVO2W,West,GTX Plus Basic,1096.00,small,251,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
INKH0Y59,West,MG Special,55.00,small,251,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
OSMGVV1S,West,MG Special,55.00,small,251,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
BDUNPUWY,East,GTX Plus Basic,1096.00,small,250,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
HDALWEHF,East,GTXPro,0.00,unknown,250,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
OTJR9SSK,West,GTX Plus Basic,1096.00,small,250,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
GQ2W1DXM,West,GTXPro,0.00,unknown,250,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
CEEJ2EN5,East,GTX Plus Basic,1096.00,small,250,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
JNEQWZQK,East,GTX Basic,550.00,small,250,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
RXAQJKSL,East,GTX Plus Pro,5482.00,medium,249,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
IGRY0M4Q,East,MG Advanced,3393.00,small,249,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
9HYMQL4I,West,GTX Basic,550.00,small,249,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
0KEO3OP7,East,GTX Plus Pro,5482.00,medium,248,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
7882RJGY,East,MG Special,55.00,small,248,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
HHDQ9EW4,West,GTX Basic,550.00,small,247,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
VMIAO42Z,West,GTX Plus Pro,5482.00,medium,247,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
VP8ERXPR,East,MG Special,55.00,small,246,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
UEZOR630,West,GTX Basic,550.00,small,246,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
R9U1QNHQ,West,MG Special,55.00,small,246,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
5CZBHSRI,West,MG Advanced,3393.00,small,246,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
DYNHHN6P,West,GTXPro,0.00,unknown,246,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
ZH14SZPT,East,GTX Plus Basic,1096.00,small,246,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
Q2CLAKLM,East,GTX Plus Pro,5482.00,medium,245,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
OTLQMB5X,West,GTX Basic,550.00,small,245,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
